address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,median_income,percent_high_earner,zipcode,Cats_Allowed,Elevator,No_Fee,Dogs_Allowed,Laundry_In_Building,Doorman,Gym,Dishwasher,Hardwood_Floors,Renovated,Common_Outdoor_Space,High_Ceilings,Laundry_In_Unit,Granite_Kitchen,Marble_Bath,Parking,Pre_War,Valet,Eat_In_Kitchen,Walk_In_Closet,Deck,Lounge,Concierge,Storage_Facility,High_Speed_Internet,Studio,Brooklyn,Manhattan,Queens
364 Bainbridge Street,1.0,3,Brooklyn,"['No Fee', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed']",0.22,Bedford-Stuyvesant,2500,0,51574.0,7.6,11205.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
419 Classon Avenue,2.0,2,Brooklyn,"['No Fee', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Common Outdoor Space']",0.17,Bedford-Stuyvesant,2490,0,51574.0,7.6,11205.0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199 Malcolm X Boulevard,1.0,3,Brooklyn,"['No Fee', 'Fireplace', 'Stainless Steel Appliances', 'Dining Room', 'Dishwasher', 'High Ceilings', 'Eat In Kitchen', 'Hardwood Floors', 'Microwave', 'Outdoor Space', 'Open Kitchen', 'Marble Bath', 'Pre War', 'Granite Kitchen', 'Renovated', 'Walk In Closet']",0.44,Bedford-Stuyvesant,2630,0,51574.0,7.6,11205.0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
492 Gates Ave,1.0,2,Brooklyn,"['Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Common Outdoor Space']",0.43,Bedford-Stuyvesant,2200,0,51574.0,7.6,11205.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
523 Willoughby Avenue,2.0,1,Brooklyn,"['No Fee', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Common Outdoor Space']",0.04,Bedford-Stuyvesant,2200,0,51574.0,7.6,11205.0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
523 Willoughby Avenue,2.0,1,Brooklyn,"['No Fee', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Common Outdoor Space']",0.04,Bedford-Stuyvesant,2200,0,51574.0,7.6,11205.0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
483 Dekalb Ave,1.0,5,Brooklyn,"['High Speed Internet', 'Virtual Doorman']",0.18,Bedford-Stuyvesant,4700,0,51574.0,7.6,11205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
150 Patchen Avenue,1.0,2,Brooklyn,"['No Fee', 'Dishwasher', 'Eat In Kitchen', 'High Ceilings', 'Hardwood Floors', 'Outdoor Space', 'Pre War', 'Granite Kitchen', 'Laundry In Unit', 'Renovated', 'Walk In Closet']",0.34,Bedford-Stuyvesant,2700,0,51574.0,7.6,11205.0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Bedford Avenue,1.0,1,Brooklyn,"['No Fee', 'Cats Allowed', 'Dogs Allowed', 'Dishwasher']",0.11,Bedford-Stuyvesant,2295,0,51574.0,7.6,11205.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Franklin Avenue,2.0,2,Brooklyn,"['Laundry In Building', 'One Month Free', 'Dining Room', 'High Ceilings', 'Hardwood Floors', 'Open View', 'Granite Kitchen', 'Eat In Kitchen', 'Doorman', 'Outdoor Space', 'Dishwasher', 'Deck', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Microwave', 'Open Kitchen', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Gym']",0.32,Bedford-Stuyvesant,3370,0,51574.0,7.6,11205.0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
Franklin Avenue,2.0,2,Brooklyn,"['No Fee', 'Bicycle Room', 'Elevator', 'One Month Free', 'Laundry In Building', 'Dishwasher', 'High Ceilings', 'Hardwood Floors', 'Microwave', 'Deck', 'Doorman', 'Open Kitchen', 'Marble Bath', 'Open View', 'Gym']",0.32,Bedford-Stuyvesant,3369,0,51574.0,7.6,11205.0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Franklin Avenue,2.0,2,Brooklyn,"['No Fee', 'Bicycle Room', 'Elevator', 'One Month Free', 'Laundry In Building', 'Dishwasher', 'High Ceilings', 'Hardwood Floors', 'Microwave', 'Deck', 'Doorman', 'Open Kitchen', 'Marble Bath', 'Open View', 'Gym']",0.32,Bedford-Stuyvesant,3369,0,51574.0,7.6,11205.0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Lexington Avenue,1.0,1,Brooklyn,"['No Fee', 'Dishwasher', 'High Ceilings', 'Hardwood Floors', 'Outdoor Space', 'Marble Bath', 'Terrace', 'Granite Kitchen', 'Renovated']",0.17,Bedford-Stuyvesant,2250,0,51574.0,7.6,11205.0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Lexington Avenue,1.0,1,Brooklyn,"['No Fee', 'Dishwasher', 'High Ceilings', 'Hardwood Floors', 'Outdoor Space', 'Marble Bath', 'Terrace', 'Granite Kitchen', 'Renovated']",0.17,Bedford-Stuyvesant,2250,0,51574.0,7.6,11205.0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1247 Atlantic Avenue,2.0,2,Brooklyn,"['Laundry In Building', 'High Ceilings', 'Hardwood Floors', 'Roof Deck', 'Skyline View', 'Video Intercom', 'Storage Facility', 'Cats Allowed', 'Common Courtyard', 'Spa Services', 'Dogs Allowed', 'Dishwasher', 'Built In Microwave', 'Common Outdoor Space', 'Elevator', 'Bike Storage', 'Natural Light In Living Area', 'Swimming Pool', 'Gym']",0.13,Bedford-Stuyvesant,3208,0,51574.0,7.6,11205.0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
199 Malcolm X Boulevard,1.0,3,Brooklyn,"['No Fee', 'Fireplace', 'Stainless Steel Appliances', 'Dining Room', 'Dishwasher', 'Eat In Kitchen', 'High Ceilings', 'Hardwood Floors', 'Microwave', 'Outdoor Space', 'Open Kitchen', 'Marble Bath', 'Pre War', 'Granite Kitchen', 'Renovated', 'Walk In Closet']",0.45,Bedford-Stuyvesant,2521,0,51574.0,7.6,11205.0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
199 Malcolm X Boulevard,1.0,3,Brooklyn,"['No Fee', 'Fireplace', 'Stainless Steel Appliances', 'Dining Room', 'Dishwasher', 'Eat In Kitchen', 'High Ceilings', 'Hardwood Floors', 'Microwave', 'Outdoor Space', 'Open Kitchen', 'Marble Bath', 'Pre War', 'Granite Kitchen', 'Renovated', 'Walk In Closet']",0.45,Bedford-Stuyvesant,2521,0,51574.0,7.6,11205.0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
823 Hancock St,1.0,1,Brooklyn,['Reduced Fee'],0.26,Bedford-Stuyvesant,1650,0,51574.0,7.6,11205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
823 Hancock St,1.0,1,Brooklyn,['Reduced Fee'],0.26,Bedford-Stuyvesant,1650,0,51574.0,7.6,11205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1247 Atlantic Avenue,1.0,2,Brooklyn,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Dishwasher', 'High Ceilings', 'Hardwood Floors', 'Cats Allowed', 'Common Outdoor Space', 'Swimming Pool', 'Spa Services', 'Roof Deck', 'Skyline View', 'Central A/C', 'Gym']",0.13,Bedford-Stuyvesant,2829,0,51574.0,7.6,11205.0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
148 Hanock Street,1.0,3,Brooklyn,[],0.14,Bedford-Stuyvesant,2998,0,51574.0,7.6,11205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
343 Knickebocker Avenue,1.0,2,Brooklyn,"['No Fee', 'Stainless Steel Appliances', 'Eat In Kitchen', 'High Ceilings', 'Hardwood Floors', 'Stone Countertops', 'Built In Microwave', 'Natural Light In Living Area', 'Central A/C']",0.15,Bedford-Stuyvesant,2800,0,51574.0,7.6,11205.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
214 Van Buren St,1.0,2,Brooklyn,"['No Fee', 'Dogs Allowed', 'Cats Allowed', 'By Owner']",0.48,Bedford-Stuyvesant,2350,0,51574.0,7.6,11205.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
531 Nostrand Avenue,1.0,1,Brooklyn,"['No Fee', 'Dogs Allowed', 'Cats Allowed']",0.1,Bedford-Stuyvesant,6200,0,51574.0,7.6,11205.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
531 Nostrand Avenue,1.0,1,Brooklyn,"['No Fee', 'Dogs Allowed', 'Cats Allowed']",0.1,Bedford-Stuyvesant,6200,0,51574.0,7.6,11205.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
385 Vernon Ave,1.0,3,Brooklyn,"['No Fee', 'Laundry In Building']",0.06,Bedford-Stuyvesant,2677,0,51574.0,7.6,11205.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
East 83rd street ,1.0,1,Manhattan,[],0.24,Yorkville,1900,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
East 83rd street ,1.0,1,Manhattan,[],0.24,Yorkville,1900,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
East 83rd street ,1.0,1,Manhattan,[],0.24,Yorkville,1900,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1520 York Ave.,1.0,1,Manhattan,"['Laundry In Building', 'High Ceilings', 'Hardwood Floors', 'Granite Kitchen', 'Storage', 'Diplomats Ok', 'Cats Allowed', 'Doorman', 'Dishwasher', 'No Fee', 'Elevator', 'Bicycle Room', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Gym', 'Parking']",0.41,Yorkville,3295,0,54583.0,0.0,13495.0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1675 York Ave.,1.0,1,Manhattan,"['Laundry In Building', 'High Ceilings', 'Hardwood Floors', 'Pre War', 'Granite Kitchen', 'Diplomats Ok', 'Cats Allowed', 'Doorman', 'Dishwasher', 'No Fee', 'Elevator', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Gym', 'Parking']",0.29,Yorkville,3495,0,54583.0,0.0,13495.0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
"530 East 89 Street,apt.5m",1.0,1,Manhattan,"['Elevator', 'Reduced Fee', 'Laundry In Building']",0.39,Yorkville,2995,0,54583.0,0.0,13495.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E 84th St.,4.0,4,Manhattan,"['Laundry In Building', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Loft', 'Open View', 'Swimming Pool', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Balcony', 'Eat In Kitchen', 'Doorman', 'Outdoor Space', 'City View', 'Nursery', 'Valet', 'Private Deck', 'Dishwasher', 'Common Outdoor Space', 'Terrace', 'No Fee', 'Elevator', 'Bicycle Room', 'Duplex', 'Multi Level', 'Marble Bath', 'Park View', 'River View', 'Renovated', 'Walk In Closet', 'Gym', 'Parking']",0.17,Yorkville,16000,0,54583.0,0.0,13495.0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0
214 East 85th St,1.0,1,Manhattan,['Cats Allowed'],0.11,Yorkville,2675,0,54583.0,0.0,13495.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214 East 85th St,1.0,1,Manhattan,['Cats Allowed'],0.11,Yorkville,2675,0,54583.0,0.0,13495.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
315 E 81st Street,1.0,1,Manhattan,"['Cats Allowed', 'Reduced Fee']",0.25,Yorkville,2475,0,54583.0,0.0,13495.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
315 E 81st Street,1.0,1,Manhattan,"['Cats Allowed', 'Reduced Fee']",0.25,Yorkville,2475,0,54583.0,0.0,13495.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E 86th,1.5,3,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Concierge', 'Diplomats Ok', 'Lounge', 'Receiving Room', 'Live In Super', 'Doorman', 'Common Outdoor Space', 'Pre War', 'Swimming Pool', 'Gym', 'Parking']",0.05,Yorkville,4400,0,54583.0,0.0,13495.0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
E 86th,1.5,3,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Concierge', 'Diplomats Ok', 'Lounge', 'Receiving Room', 'Live In Super', 'Doorman', 'Common Outdoor Space', 'Pre War', 'Swimming Pool', 'Gym', 'Parking']",0.05,Yorkville,4400,0,54583.0,0.0,13495.0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
E 86th,1.5,3,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Concierge', 'Diplomats Ok', 'Lounge', 'Receiving Room', 'Live In Super', 'Doorman', 'Common Outdoor Space', 'Pre War', 'Swimming Pool', 'Gym', 'Parking']",0.05,Yorkville,4400,0,54583.0,0.0,13495.0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
E 86th,1.5,3,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Concierge', 'Diplomats Ok', 'Lounge', 'Receiving Room', 'Live In Super', 'Doorman', 'Common Outdoor Space', 'Pre War', 'Swimming Pool', 'Gym', 'Parking']",0.05,Yorkville,4400,0,54583.0,0.0,13495.0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
Upper East Side,2.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit', 'Gym']",0.17,Yorkville,4800,0,54583.0,0.0,13495.0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
315 E 86th St,2.0,4,Manhattan,"['Elevator', 'Luxury Highrise', 'Balcony', 'Backyard', 'Dishwasher', 'On Site Super', 'Laundry Room', 'Doorman', 'Outdoor Space', 'Pool', 'In Unit Laundry', 'Playroom/Nursery', 'Terrace', 'Flex Bedroom', 'Gym', 'Parking']",0.03,Yorkville,6620,0,54583.0,0.0,13495.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
315 E 86th St,2.0,4,Manhattan,"['Elevator', 'Luxury Highrise', 'Balcony', 'Backyard', 'Dishwasher', 'On Site Super', 'Laundry Room', 'Doorman', 'Outdoor Space', 'Pool', 'In Unit Laundry', 'Playroom/Nursery', 'Terrace', 'Flex Bedroom', 'Gym', 'Parking']",0.03,Yorkville,6620,0,54583.0,0.0,13495.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
210 E 83rd St.,3.0,3,Manhattan,['Dishwasher'],0.19,Yorkville,3995,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
210 E 83rd St.,3.0,3,Manhattan,['Dishwasher'],0.19,Yorkville,3995,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
210 E 83rd St.,3.0,3,Manhattan,['Dishwasher'],0.19,Yorkville,3995,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
East 81st Street,1.0,1,Manhattan,"['Storage', 'Diplomats Ok', 'High Ceilings', 'Brownstone', 'On Site Laundry', 'Hardwood', 'Marble Bath', 'Renovated']",0.26,Yorkville,2495,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E 79th St,2.0,3,Manhattan,[],0.44,Yorkville,6100,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E 79th St,2.0,3,Manhattan,[],0.44,Yorkville,6100,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
325 E 88th St,1.0,1,Manhattan,"['No Fee', 'Fios Enabled', 'On Site Super', 'Pet Free Building', 'By Owner']",0.14,Yorkville,2150,325,54583.0,0.0,13495.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
East 81st Street,1.0,1,Manhattan,"['Storage', 'Diplomats Ok', 'High Ceilings', 'Brownstone', 'On Site Laundry', 'Hardwood', 'Marble Bath', 'Renovated']",0.26,Yorkville,2495,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E 91st St.,1.0,1,Manhattan,"['High Ceilings', 'Hardwood Floors', 'Microwave']",0.26,Yorkville,2295,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E 79th St,2.0,3,Manhattan,[],0.44,Yorkville,6100,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
325 E 88th St,1.0,1,Manhattan,"['No Fee', 'Fios Enabled', 'On Site Super', 'Pet Free Building', 'By Owner']",0.14,Yorkville,2150,325,54583.0,0.0,13495.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
East 81st Street,1.0,1,Manhattan,"['Storage', 'Diplomats Ok', 'High Ceilings', 'Brownstone', 'On Site Laundry', 'Hardwood', 'Marble Bath', 'Renovated']",0.26,Yorkville,2495,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E 79th St,2.0,3,Manhattan,[],0.44,Yorkville,6100,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
325 E 88th St,1.0,1,Manhattan,"['No Fee', 'Fios Enabled', 'On Site Super', 'Pet Free Building', 'By Owner']",0.14,Yorkville,2150,325,54583.0,0.0,13495.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
East 81st Street,1.0,1,Manhattan,"['Storage', 'Diplomats Ok', 'High Ceilings', 'Brownstone', 'On Site Laundry', 'Hardwood', 'Marble Bath', 'Renovated']",0.26,Yorkville,2495,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E 79th St,2.0,3,Manhattan,[],0.44,Yorkville,6100,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
325 E 88th St,1.0,1,Manhattan,"['No Fee', 'Fios Enabled', 'On Site Super', 'Pet Free Building', 'By Owner']",0.14,Yorkville,2150,325,54583.0,0.0,13495.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
East 81st Street,1.0,1,Manhattan,"['Storage', 'Diplomats Ok', 'High Ceilings', 'Brownstone', 'On Site Laundry', 'Hardwood', 'Marble Bath', 'Renovated']",0.26,Yorkville,2495,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E 91st St,1.0,2,Manhattan,"['No Fee', 'Balcony', 'Dishwasher', 'High Ceilings', 'Hardwood Floors', 'Outdoor Space', 'Marble Bath', 'Garden/Patio', 'Granite Kitchen', 'Laundry In Unit', 'Renovated', 'Walk In Closet']",0.27,Yorkville,3090,0,54583.0,0.0,13495.0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
East 87th ,1.0,1,Manhattan,[],0.2,Yorkville,1850,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
East 87th ,1.0,1,Manhattan,[],0.2,Yorkville,1850,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
East 87th ,1.0,1,Manhattan,[],0.2,Yorkville,1850,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
214 East 82nd Street,1.0,2,Manhattan,"['Hardwood Floors', 'Separate Kitchen And Living Space', 'Equal Sized Bedrooms', 'Exposed Brick Walls']",0.23,Yorkville,2700,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214 East 82nd Street,1.0,2,Manhattan,"['Hardwood Floors', 'Separate Kitchen And Living Space', 'Equal Sized Bedrooms', 'Exposed Brick Walls']",0.23,Yorkville,2700,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E 84th St.,3.0,3,Manhattan,"['No Fee', 'Elevator', 'Dining Room', 'Hardwood Floors', 'Doorman', 'Swimming Pool', 'Gym']",0.19,Yorkville,12000,0,54583.0,0.0,13495.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
516 East 80th Street,1.0,1,Manhattan,"['No Fee', 'Dogs Allowed', 'Cats Allowed']",0.47,Yorkville,2545,0,54583.0,0.0,13495.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E 86th St,1.0,1,Manhattan,"['Elevator', 'Laundry In Building', 'Heat And Hot Water Included', 'Dishwasher', 'Hardwood Floors', 'Duplex', 'Reduced Fee', 'Cats Allowed', 'Central Air', 'Private Outdoor Space', 'Renovated']",0.32,Yorkville,2900,0,54583.0,0.0,13495.0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E 86th St,1.0,1,Manhattan,"['Elevator', 'Laundry In Building', 'Heat And Hot Water Included', 'Dishwasher', 'Hardwood Floors', 'Duplex', 'Reduced Fee', 'Cats Allowed', 'Central Air', 'Private Outdoor Space', 'Renovated']",0.32,Yorkville,2900,0,54583.0,0.0,13495.0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
UES Opportunity!,1.0,1,Manhattan,"['Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.4,Yorkville,1700,0,54583.0,0.0,13495.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
East 90th Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Dining Room', 'Balcony', 'Private Deck', 'High Ceilings', 'Brownstone', 'Hardwood Floors', 'Eat In Kitchen', 'Dishwasher', 'Original Details', 'Outdoor Space', 'Marble Bath', 'Terrace', 'Laundry In Unit', 'Renovated']",0.31,Yorkville,2875,0,54583.0,0.0,13495.0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
East 87th Street,2.5,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dishwasher', 'High Ceilings', 'Hardwood Floors', 'Doorman', 'Marble Bath', 'Swimming Pool', 'Granite Kitchen', 'Laundry In Unit', 'Walk In Closet', 'Gym', 'Parking']",0.13,Yorkville,7500,0,54583.0,0.0,13495.0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
219 E 89th St,1.0,3,Manhattan,"['Exposed Brick', 'Separate Kitchen With High Range Stainless Steel Appliances Including Dishwasher And Microwave And Modern Lacquer Cabinets With Sexy Backsplash', 'Recessed Led Lighting', 'Custom Wide Planked Oak Flooring']",0.17,Yorkville,4150,0,54583.0,0.0,13495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
East 87th Street,2.5,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dishwasher', 'High Ceilings', 'Hardwood Floors', 'Doorman', 'Marble Bath', 'Swimming Pool', 'Granite Kitchen', 'Laundry In Unit', 'Walk In Closet', 'Gym', 'Parking']",0.13,Yorkville,7500,0,54583.0,0.0,13495.0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
