address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,median_income,percent_high_earner,zipcode
UPPER EAST SIDE,3.0,3,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Laundry In Unit', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.14,Lenox Hill,7200,0,123842.0,34.8,10021.0
Lexington Avenue,3.0,3,Manhattan,"['Pre-War', 'Laundry in Unit', 'Granite Kitchen', 'High Ceilings', 'Pre-war', 'Laundry In Unit', 'Outdoor Space', 'Dishwasher', 'Marble Bath', 'No Fee', 'Floorplans Available', 'Elevator', 'Renovated', 'Light', 'Hardwood Floors']",0.04,Lenox Hill,8708,0,123842.0,34.8,10021.0
East 66th Street,2.0,2,Manhattan,"['Terrace', 'Dining Room', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Laundry In Building', 'Granite Kitchen', 'Doorman', 'Marble Bath', 'Elevator', 'Balcony', 'Garage', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Floorplans Available', 'Laundry in Unit', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.14,Lenox Hill,8000,0,123842.0,34.8,10021.0
East 66th Street,1.0,1,Manhattan,"['Original Details', 'Cats Allowed', 'Walk In Closet', 'Dishwasher', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Marble Bath', 'Elevator', 'Microwave', 'Open View', 'No Fee', 'Skyline View', 'Renovated', 'Subway', 'Hardwood Floors', 'City View']",0.17,Lenox Hill,3950,700,123842.0,34.8,10021.0
575 Park Avenue,2.0,2,Manhattan,"['Pre-War', 'Cats Allowed', 'Dogs Allowed', 'Furnished', 'Doorman', 'Floorplans Available', 'Elevator', 'Exclusive']",0.23,Lenox Hill,15000,0,123842.0,34.8,10021.0
575 Park Avenue,2.0,2,Manhattan,"['Pre-War', 'Cats Allowed', 'Dogs Allowed', 'Furnished', 'Doorman', 'Floorplans Available', 'Elevator', 'Exclusive']",0.23,Lenox Hill,15000,0,123842.0,34.8,10021.0
Between Lexington and Park Ave...,1.0,Studio,Manhattan,"['Cats Allowed', 'Reduced Fee', 'Dogs Allowed', 'Laundry In Building']",0.09,Lenox Hill,2850,0,123842.0,34.8,10021.0
UPPER EAST SIDE,3.0,3,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Private Outdoor Space', 'Fitness Center', 'Dogs Allowed', 'Laundry In Unit', 'Doorman', 'Parking Space', 'Laundry in Building', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.07,Lenox Hill,7200,0,123842.0,34.8,10021.0
502 Park Avenue,1.0,1,Manhattan,"['Short Term Allowed', 'Fitness Center', 'Furnished', 'Doorman', 'Elevator', 'Laundry In Building', 'Exclusive']",0.11,Lenox Hill,6500,717,123842.0,34.8,10021.0
Lexington Avenue,3.0,3,Manhattan,"['Terrace', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Marble Bath', 'Private Deck', 'Elevator', 'Pre-war', 'Laundry In Unit', 'No Fee', 'Pre-War', 'Laundry in Unit', 'Eat In Kitchen', 'Light', 'Hardwood Floors']",0.04,Lenox Hill,8098,0,123842.0,34.8,10021.0
89th Ave.,1.0,Studio,Queens,"['New Construction', 'Cats Allowed', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'Dogs Allowed', 'Doorman', 'Storage', 'Elevator', 'Microwave', 'Bicycle Room', 'Garage', 'Fitness Center', 'No Fee', 'Receiving Room', 'Deck', 'Renovated', 'Light', 'Hardwood Floors']",0.16,Jamaica,1900,0,75307.0,5.6,11412.0
89th Ave.,1.0,1,Queens,"['New Construction', 'Cats Allowed', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'Dogs Allowed', 'Doorman', 'Storage', 'Elevator', 'Microwave', 'Bicycle Room', 'Garage', 'Fitness Center', 'No Fee', 'Receiving Room', 'Deck', 'Renovated', 'Light', 'Hardwood Floors']",0.16,Jamaica,2200,0,75307.0,5.6,11412.0
89th Ave.,1.0,2,Queens,"['New Construction', 'Cats Allowed', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'Dogs Allowed', 'Doorman', 'Storage', 'Elevator', 'Microwave', 'Bicycle Room', 'Garage', 'Fitness Center', 'No Fee', 'Receiving Room', 'Deck', 'Renovated', 'Light', 'Hardwood Floors']",0.16,Jamaica,2800,0,75307.0,5.6,11412.0
89th Ave.,1.0,2,Queens,"['New Construction', 'Cats Allowed', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'Dogs Allowed', 'Doorman', 'Storage', 'Elevator', 'Microwave', 'Bicycle Room', 'Garage', 'Fitness Center', 'No Fee', 'Receiving Room', 'Deck', 'Renovated', 'Light', 'Hardwood Floors']",0.16,Jamaica,3000,0,75307.0,5.6,11412.0
94th Avenue,1.0,1,Queens,"['No Fee', 'Garage', 'High Ceilings', 'Stainless Steel Appliances', 'Doorman', 'Dishwasher', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors', 'Microwave']",0.15,Jamaica,2170,0,75307.0,5.6,11412.0
6th Avenue,2.0,2,Brooklyn,"['Bicycle Room', 'Hardwood Floors', 'Stainless Steel Appliances', 'High Ceilings', 'Fitness Center', 'Concierge', 'Dishwasher', 'No Fee', 'Children Playroom', 'Elevator', 'Renovated', 'Light', 'Laundry In Building', 'Microwave']",0.1,Prospect Heights,3206,0,79013.0,12.2,11238.0
620 Washington Avenue,1.0,2,Brooklyn,"['Laundry in Unit', 'Cats Allowed', 'Dogs Allowed', 'Laundry In Unit', 'Eat In Kitchen', 'Dishwasher', 'No Fee', 'Renovated', 'Light', 'Hardwood Floors', 'Exclusive']",0.25,Prospect Heights,2995,850,79013.0,12.2,11238.0
631 Grand Ave,1.0,2,Brooklyn,"['Cats Allowed', 'Dogs Allowed', 'Featured', 'No Fee']",0.28,Prospect Heights,2565,0,79013.0,12.2,11238.0
Dean Street and Flatbush Avenu...,1.0,Studio,Brooklyn,"['Storage Facility', 'Cats Allowed', 'Media Room', 'Community Recreation Facilities', 'Fitness Center', 'Parking Space', 'Dogs Allowed', 'Doorman', 'Concierge', 'Roof Deck', 'Gym', 'Garage Parking', 'No Fee', 'Laundry in Building', 'Elevator', 'Package Room', 'Common Outdoor Space', 'Laundry In Building']",0.06,Prospect Heights,2400,0,79013.0,12.2,11238.0
Dean Street and Flatbush Avenu...,1.0,Studio,Brooklyn,"['Storage Facility', 'Cats Allowed', 'Media Room', 'Community Recreation Facilities', 'Elevator\n \n\nFitness Center', 'Parking Space', 'Dogs Allowed', 'Roof Deck', 'Doorman', 'Concierge', 'Gym', 'Garage Parking', 'No Fee', 'Laundry in Building', 'Elevator', 'Package Room', 'Common Outdoor Space', 'Laundry In Building']",0.06,Prospect Heights,2400,0,79013.0,12.2,11238.0
Dean Street,1.0,Studio,Brooklyn,"['New Construction', 'Cats Allowed', 'Dishwasher', 'High Speed Internet', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Live In Super', 'Lounge', 'Elevator', 'Microwave', 'Subway', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Deck', 'Receiving Room', 'Laundry in Unit', 'Valet', 'Open Kitchen', 'Light', 'Hardwood Floors']",0.08,Prospect Heights,2700,0,79013.0,12.2,11238.0
335 Flatbush Ave,1.0,3,Brooklyn,['Exclusive'],0.05,Prospect Heights,3550,800,79013.0,12.2,11238.0
500 Sterling Place,1.0,2,Brooklyn,"['Storage Facility', 'Laundry in Unit', 'Cats Allowed', 'Private Outdoor Space', 'Parking Space', 'Laundry In Unit', 'Fitness Center', 'Doorman', 'Dogs Allowed', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building', 'Exclusive']",0.19,Prospect Heights,3000,0,79013.0,12.2,11238.0
958 Atlantic Ave,1.0,3,Brooklyn,"['Cats Allowed', 'Dogs Allowed']",0.26,Prospect Heights,2900,0,79013.0,12.2,11238.0
958 Atlantic Ave,1.0,3,Brooklyn,"['Cats Allowed', 'Dogs Allowed']",0.26,Prospect Heights,2900,0,79013.0,12.2,11238.0
6th Avenue,2.0,2,Brooklyn,"['Bicycle Room', 'Granite Kitchen', 'High Ceilings', 'Fitness Center', 'Dishwasher', 'No Fee', 'Floorplans Available', 'Elevator', 'Renovated', 'Light', 'Hardwood Floors', 'Laundry In Building']",0.08,Prospect Heights,3206,889,79013.0,12.2,11238.0
Dean Street,1.0,1,Brooklyn,"['New Construction', 'Cats Allowed', 'Dishwasher', 'High Speed Internet', 'Common Outdoor Space', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Live In Super', 'Lounge', 'Elevator', 'Microwave', 'Subway', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Deck', 'Receiving Room', 'Laundry in Unit', 'Valet', ' Laundry In Building', 'Open Kitchen', 'Light', 'Hardwood Floors']",0.08,Prospect Heights,3600,0,79013.0,12.2,11238.0
Dean Street,1.0,1,Brooklyn,"['New Construction', 'Cats Allowed', 'Dishwasher', 'High Speed Internet', 'Common Outdoor Space', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Live In Super', 'Lounge', 'Elevator', 'Microwave', 'Subway', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Deck', 'Receiving Room', 'Laundry in Unit', 'Valet', ' Laundry In Building', 'Open Kitchen', 'Light', 'Hardwood Floors']",0.08,Prospect Heights,3600,0,79013.0,12.2,11238.0
550 Vanderbilt Avenue,1.0,Studio,Brooklyn,"['Laundry in Unit', 'Cats Allowed', 'Elevator\n \n\nFitness Center', 'Dogs Allowed', 'Laundry In Unit', 'Doorman', 'Storage Facility', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building', 'Exclusive']",0.22,Prospect Heights,2500,0,79013.0,12.2,11238.0
83rd St.,1.0,1,Queens,"['Pre-War', 'Cats Allowed', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Pre-war', 'Dishwasher', 'Live In Super', 'Renovated', 'Light', 'Hardwood Floors', 'Microwave']",0.4,Jackson Heights,1800,0,53963.0,4.5,11372.0
77-16 25th Avenue,1.0,3,Queens,"['Short Term Allowed', 'Cats Allowed', 'Private Outdoor Space', 'Reduced Fee', 'Parking Space', 'Furnished', 'Dogs Allowed', 'Dishwasher', 'Exclusive']",0.97,Jackson Heights,2700,0,53963.0,4.5,11372.0
77-16 25th Avenue,1.0,3,Queens,"['Short Term Allowed', 'Cats Allowed', 'Private Outdoor Space', 'Reduced Fee', 'Parking Space', 'Furnished', 'Dogs Allowed', 'Dishwasher', 'Exclusive']",0.97,Jackson Heights,2700,0,53963.0,4.5,11372.0
77-16 25th Avenue,1.0,3,Queens,"['Short Term Allowed', 'Cats Allowed', 'Private Outdoor Space', 'Reduced Fee', 'Parking Space', 'Furnished', 'Dogs Allowed', 'Dishwasher', 'Exclusive']",0.97,Jackson Heights,2700,0,53963.0,4.5,11372.0
77-16 25th Avenue,1.0,3,Queens,"['Short Term Allowed', 'Cats Allowed', 'Reduced Fee', 'Parking Space', 'Furnished', 'Dogs Allowed', 'Exclusive']",0.97,Jackson Heights,2600,0,53963.0,4.5,11372.0
77-16 25th Avenue,1.0,3,Queens,"['Short Term Allowed', 'Cats Allowed', 'Private Outdoor Space', 'Reduced Fee', 'Parking Space', 'Furnished', 'Dogs Allowed', 'Dishwasher', 'Exclusive']",0.97,Jackson Heights,2700,0,53963.0,4.5,11372.0
Elmhurst Avenue,1.0,1,Queens,['Elevator'],0.15,Jackson Heights,1875,0,53963.0,4.5,11372.0
Elmhurst Avenue,1.0,1,Queens,['Elevator'],0.15,Jackson Heights,1875,0,53963.0,4.5,11372.0
37-56 80th Street,1.0,Studio,Queens,"['Elevator', 'Cats Allowed', 'Exclusive', 'Dogs Allowed']",0.13,Jackson Heights,1645,480,53963.0,4.5,11372.0
71-08 35th Avenue,2.0,3,Queens,['Exclusive'],0.21,Jackson Heights,3100,0,53963.0,4.5,11372.0
81 Street,1.0,1,Queens,"['Pre-War', 'Elevator', 'Pre-war']",0.1,Jackson Heights,1900,0,53963.0,4.5,11372.0
37-56 80th Street,1.0,Studio,Queens,"['Cats Allowed', 'Exclusive', 'Dogs Allowed']",0.13,Jackson Heights,1650,0,53963.0,4.5,11372.0
34th Ave.,1.0,1,Queens,"['Elevator', 'Common Outdoor Space', 'Hardwood Floors', 'Laundry In Building', 'Microwave']",0.42,Jackson Heights,1900,0,53963.0,4.5,11372.0
34th Ave.,1.0,1,Queens,"['Elevator', 'Common Outdoor Space', 'Hardwood Floors', 'Laundry In Building', 'Microwave']",0.42,Jackson Heights,1900,0,53963.0,4.5,11372.0
Lefferts Blvd,1.0,2,Queens,"['Live In Super', 'Cats Allowed', 'High Ceilings', 'Eat In Kitchen', 'Elevator', 'Renovated', 'Light', 'Hardwood Floors', 'Subway']",0.45,Kew Gardens,2250,0,65981.0,6.8,11415.0
Metropolitan Avenue,1.0,1,Queens,"['Pre-War', 'Dining Room', 'Cats Allowed', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Pre-war', 'Dishwasher', 'Marble Bath', 'Open Kitchen', 'Eat In Kitchen', 'Elevator', 'Renovated', 'Hardwood Floors', 'Laundry In Building', 'Microwave']",0.44,Kew Gardens,2050,0,65981.0,6.8,11415.0
Metropolitan Avenue,1.0,1,Queens,"['Pre-War', 'Dining Room', 'Cats Allowed', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Pre-war', 'Dishwasher', 'Marble Bath', 'Open Kitchen', 'Eat In Kitchen', 'Elevator', 'Renovated', 'Hardwood Floors', 'Laundry In Building', 'Microwave']",0.44,Kew Gardens,2050,0,65981.0,6.8,11415.0
123-32 82nd Avenue,1.0,Studio,Queens,"['Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'Elevator', 'Laundry In Building', 'Exclusive']",0.2,Kew Gardens,1595,0,65981.0,6.8,11415.0
123-32 82nd Avenue,1.0,Studio,Queens,"['Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'Elevator', 'Laundry In Building', 'Exclusive']",0.2,Kew Gardens,1595,0,65981.0,6.8,11415.0
83-35 116th Street,1.0,1,Queens,"['Cats Allowed', 'Featured', 'Dogs Allowed', 'Elevator', 'Laundry In Building', 'Exclusive']",0.5,Kew Gardens,1700,0,65981.0,6.8,11415.0
118-80 Metropolitan Ave,1.0,Studio,Queens,"['Cats Allowed', 'Super live in', 'Dogs Allowed', 'close to forest park', 'Elevator', 'Laundry In Building', 'Exclusive']",0.44,Kew Gardens,1620,450,65981.0,6.8,11415.0
118-80 Metropolitan Ave,1.0,Studio,Queens,"['Cats Allowed', 'Super live in', 'Dogs Allowed', 'close to forest park', 'Elevator', 'Laundry In Building', 'Exclusive']",0.44,Kew Gardens,1620,450,65981.0,6.8,11415.0
118-70 Metropolitan Ave,1.0,1,Queens,"['Cats Allowed', 'Dogs Allowed', 'Elevator', 'Laundry In Building', 'Exclusive']",0.46,Kew Gardens,2000,700,65981.0,6.8,11415.0
83-46 118th St,1.0,2,Queens,"['Cats Allowed', 'Parking Space', 'Dogs Allowed', 'Elevator', 'Laundry In Building']",0.49,Kew Gardens,2200,0,65981.0,6.8,11415.0
85-25 120th St,1.0,1,Queens,"['Cats Allowed', 'Elevator', 'Laundry In Building', 'Parking Space']",0.17,Kew Gardens,1675,800,65981.0,6.8,11415.0
83-09 Brevoort St,2.0,2,Queens,"['Cats Allowed', 'Elevator', 'Laundry In Building', 'Parking Space']",0.33,Kew Gardens,2500,0,65981.0,6.8,11415.0
35th Ave,1.0,1,Queens,"['Live In Super', 'Cats Allowed', 'Garage', 'High Ceilings', 'Stainless Steel Appliances', 'Dogs Allowed', 'Dishwasher', 'Subway', 'Elevator', 'Renovated', 'Light', 'Hardwood Floors', 'Laundry In Building', 'Microwave']",0.5,Flushing,1895,0,38370.0,2.6,11355.0
35th Ave,1.0,1,Queens,"['Live In Super', 'Cats Allowed', 'Garage', 'High Ceilings', 'Stainless Steel Appliances', 'Dogs Allowed', 'Dishwasher', 'Subway', 'Elevator', 'Renovated', 'Light', 'Hardwood Floors', 'Laundry In Building', 'Microwave']",0.5,Flushing,1965,0,38370.0,2.6,11355.0
139-18 34th Road,1.0,1,Queens,"['Original Details', 'Cats Allowed', 'No Fee', 'Granite Kitchen', 'High Ceilings', ' Dogs Allowed', 'Open View', 'Dishwasher', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors', 'Exclusive']",0.46,Flushing,1600,600,38370.0,2.6,11355.0
139-18 34th Road,1.0,1,Queens,"['Original Details', 'Cats Allowed', 'No Fee', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Open View', 'Dishwasher', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors', 'Exclusive']",0.46,Flushing,1600,600,38370.0,2.6,11355.0
139-18 34th Road,1.0,1,Queens,"['Original Details', 'Cats Allowed', 'No Fee', 'Granite Kitchen', 'High Ceilings', ' Dogs Allowed', 'Open View', 'Dishwasher', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors', 'Exclusive']",0.46,Flushing,1600,600,38370.0,2.6,11355.0
Colden St,1.0,Studio,Queens,"['Pre-War', 'Pre-war']",0.64,Flushing,1675,0,38370.0,2.6,11355.0
Colden St,1.0,Studio,Queens,"['Pre-War', 'Pre-war']",0.64,Flushing,1675,0,38370.0,2.6,11355.0
Parsons Blvd,2.0,2,Queens,"['Cats Allowed', 'Garage', 'High Ceilings', 'Dogs Allowed', 'Elevator', 'Hardwood Floors']",0.61,Flushing,2375,0,38370.0,2.6,11355.0
Parsons Blvd,2.0,2,Queens,"['Cats Allowed', 'Garage', 'High Ceilings', 'Dogs Allowed', 'Elevator', 'Hardwood Floors']",0.61,Flushing,2375,0,38370.0,2.6,11355.0
Parsons Blvd,2.0,2,Queens,"['Cats Allowed', 'Garage', 'High Ceilings', 'Dogs Allowed', 'Elevator', 'Hardwood Floors']",0.61,Flushing,2375,0,38370.0,2.6,11355.0
Parsons Blvd,2.0,2,Queens,"['Cats Allowed', 'Garage', 'High Ceilings', 'Dogs Allowed', 'Elevator', 'Hardwood Floors']",0.61,Flushing,2375,0,38370.0,2.6,11355.0
35th Ave.,1.0,1,Queens,"['Cats Allowed', 'Garage', 'High Ceilings', 'Dogs Allowed', 'Elevator', 'Renovated', 'Hardwood Floors']",0.5,Flushing,1965,0,38370.0,2.6,11355.0
139-55 35 Ave,1.0,Studio,Queens,"['Cats Allowed', 'Laundry In Building', 'Exclusive', 'Dogs Allowed']",0.49,Flushing,1475,400,38370.0,2.6,11355.0
45th Ave. Flushing,1.5,2,Queens,"['Terrace', 'Cats Allowed', 'High Ceilings', 'Dogs Allowed', 'Elevator', 'Light', 'Hardwood Floors', 'Laundry In Building']",0.71,Flushing,2395,0,38370.0,2.6,11355.0
45th Ave. Flushing,1.5,2,Queens,"['Terrace', 'Cats Allowed', 'High Ceilings', 'Dogs Allowed', 'Elevator', 'Light', 'Hardwood Floors', 'Laundry In Building']",0.71,Flushing,2395,0,38370.0,2.6,11355.0
132-25 Maple Ave,1.0,Studio,Queens,"['Original Details', 'Cats Allowed', 'Hardwood Floors', 'Granite Kitchen', 'Garage', 'High Ceilings', 'Dogs Allowed', 'Eat In Kitchen', 'Open View', 'Dishwasher', 'Marble Bath', 'No Fee', 'Elevator', 'Renovated', 'Light', 'Laundry In Building', 'Exclusive']",0.39,Flushing,1595,0,38370.0,2.6,11355.0
Maple Avenue,1.0,Studio,Queens,"['Elevator', 'Hardwood Floors', 'Laundry In Building']",0.39,Flushing,1595,0,38370.0,2.6,11355.0
Blue Slip,1.0,2,Brooklyn,"['Terrace', 'New Construction', 'Cats Allowed', 'Courtyard', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Stainless Steel Appliances', 'Dogs Allowed', 'Doorman', 'Live In Super', 'Elevator', 'Lounge', 'Microwave', 'Garage', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Business Center', 'Laundry in Unit', 'Valet', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.39,Greenpoint,5631,0,66113.0,12.8,11211.0
Blue Slip,2.0,3,Brooklyn,"['Terrace', 'New Construction', 'Cats Allowed', 'Garden/patio', 'Courtyard', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Stainless Steel Appliances', 'Dogs Allowed', 'Doorman', 'Elevator', 'Live In Super', 'Lounge', 'Microwave', 'Garage', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Business Center', 'Laundry in Unit', 'Valet', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.39,Greenpoint,7818,0,66113.0,12.8,11211.0
Blue Slip,1.0,1,Brooklyn,"['Terrace', 'New Construction', 'Cats Allowed', 'Courtyard', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Stainless Steel Appliances', 'Dogs Allowed', 'Doorman', 'Live In Super', 'Elevator', 'Lounge', 'Microwave', 'Garage', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Business Center', 'Laundry in Unit', 'Valet', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.39,Greenpoint,3448,0,66113.0,12.8,11211.0
Blue Slip,1.0,1,Brooklyn,"['Terrace', 'New Construction', 'Cats Allowed', 'Garden/patio', 'Courtyard', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Stainless Steel Appliances', 'Microwave\n \n\nRenovated', 'Dogs Allowed', 'Doorman', 'Elevator', 'Live In Super', 'Lounge', 'Garage', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Business Center', 'Laundry in Unit', 'Valet', 'High Speed Internet', 'Hardwood Floors']",0.39,Greenpoint,3794,0,66113.0,12.8,11211.0
Blue Slip,1.0,1,Brooklyn,"['Terrace', 'New Construction', 'Cats Allowed', 'Courtyard', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Dogs Allowed', 'Doorman', 'Live In Super', 'Elevator', 'Lounge', 'Microwave', 'Garage', 'Renovated\n \n\nStainless Steel Appliances', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Business Center', 'Laundry in Unit', 'Valet', 'High Speed Internet', 'Hardwood Floors']",0.39,Greenpoint,3448,0,66113.0,12.8,11211.0
Blue Slip,1.0,1 ,Brooklyn,"['Terrace', 'New Construction', 'Cats Allowed', 'Garden/patio', 'Courtyard', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Stainless Steel Appliances', 'Dogs Allowed', 'Doorman', 'Elevator', 'Live In Super', 'Lounge', 'Microwave', 'Garage', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Business Center', 'Laundry in Unit', 'Valet', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.39,Greenpoint,3794,0,66113.0,12.8,11211.0
India Street,1.0,Studio,Brooklyn,"['Courtyard', 'Walk In Closet', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Live In Super', 'Lounge', 'Microwave', 'Bicycle Room', 'Garage', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Laundry in Unit', 'Open Kitchen', 'Eat In Kitchen', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.36,Greenpoint,2605,0,66113.0,12.8,11211.0
India Street,1.0,Studio,Brooklyn,"['Courtyard', 'Walk In Closet', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Live In Super', 'Lounge', 'Microwave', 'Bicycle Room', 'Garage', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Laundry in Unit', 'Open Kitchen', 'Eat In Kitchen', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.36,Greenpoint,2605,0,66113.0,12.8,11211.0
